id,flag_reason,num_emotions,word_count,char_count,emotion_tags,clean_text,original_text
99cc6d2a,single_high_risk:angry=0.6,1,36,206,[angry=0.6],"To satisfy the husbandman, it was sufficient to guarantee him possession of his crop; admit even that he should have been protected in his right of occupation of land, as long as he remained its cultivator.","[angry=0.6] To satisfy the husbandman, it was sufficient to guarantee him possession of his crop; admit even that he should have been protected in his right of occupation of land, as long as he remained its cultivator."
bca53a18,single_high_risk:angry=0.6,1,36,191,[angry=0.6],"""We have now to decide how we can best place ourselves to resist the shock. Position cannot be an indifferent matter; and we must, as much as possible, prevent the rush of blood to the head.""","[angry=0.6] ""We have now to decide how we can best place ourselves to resist the shock. Position cannot be an indifferent matter; and we must, as much as possible, prevent the rush of blood to the head."""
00443293,single_high_risk:angry=0.6,1,34,198,[angry=0.6],"It savoured of flippancy, and he was about entering upon a discussion to prove that Sadness had no soul, when Joe, with blood shot eyes and dishevelled clothes, staggered in and reeled towards them.","[angry=0.6] It savoured of flippancy, and he was about entering upon a discussion to prove that Sadness had no soul, when Joe, with blood shot eyes and dishevelled clothes, staggered in and reeled towards them."
58f8a993,single_high_risk:angry=0.6,1,33,181,[angry=0.6],"The romans drove the enemy back to the very gates of their camp, but a last charge, headed by the fierce warrior Khaled, broke their firm array when a victory seemed almost assured.","[angry=0.6] The romans drove the enemy back to the very gates of their camp, but a last charge, headed by the fierce warrior Khaled, broke their firm array when a victory seemed almost assured."
381dd1f8,single_high_risk:angry=0.6,1,31,133,[angry=0.6],"At last he came to an opening in the wood where he saw a tent, and as he thought it might be a church he said his pater noster to it.","[angry=0.6] At last he came to an opening in the wood where he saw a tent, and as he thought it might be a church he said his pater noster to it."
037ff0a5,single_high_risk:angry=0.6,1,30,158,[angry=0.6],"First they winked, then they shut their eyes, and then they nodded until all were as dumb as logs, and as sound asleep as though they would never waken again.","[angry=0.6] First they winked, then they shut their eyes, and then they nodded until all were as dumb as logs, and as sound asleep as though they would never waken again."
1149d3ef,single_high_risk:angry=0.6,1,29,138,[angry=0.6],"""If I had been wearing a handkerchief like yours on my head, rags on my back, and worn out shoes on my feet, you would not have known me.""","[angry=0.6] ""If I had been wearing a handkerchief like yours on my head, rags on my back, and worn out shoes on my feet, you would not have known me."""
512a849e,single_high_risk:angry=0.6,1,26,174,[angry=0.6],"Whenever he paid flying visits to London, however, he always looked me up, but, strangely enough, never mentioned Ethel. Nevertheless, I ascertained that they frequently met.","[angry=0.6] Whenever he paid flying visits to London, however, he always looked me up, but, strangely enough, never mentioned Ethel. Nevertheless, I ascertained that they frequently met."
9ab7516a,single_high_risk:angry=0.6,1,26,128,[angry=0.6],"""And you can wash in my chamber, "" added the Major, with a grand air, ""and hang your clothes on the spare hooks behind my door.""","[angry=0.6] ""And you can wash in my chamber, "" added the Major, with a grand air, ""and hang your clothes on the spare hooks behind my door."""
e2842ff3,single_high_risk:angry=0.6,1,25,141,[angry=0.6],"Saying: The God of our fathers, whose power thou hast set forth, will make this return to thee, that thou rather shalt see their destruction.","[angry=0.6] Saying: The God of our fathers, whose power thou hast set forth, will make this return to thee, that thou rather shalt see their destruction."
678bdba6,single_high_risk:angry=0.6,1,25,146,[angry=0.6],"Further, in the economic world there is much wealth that never can gratify any want directly; many forms of wealth never can be consumption goods.","[angry=0.6] Further, in the economic world there is much wealth that never can gratify any want directly; many forms of wealth never can be consumption goods."
17188c9d,single_high_risk:angry=0.6,1,23,131,[angry=0.6],"Instead she set her mouth firmly, helped the children restore the room to order, and after school went up to Isaac Cropper's house.","[angry=0.6] Instead she set her mouth firmly, helped the children restore the room to order, and after school went up to Isaac Cropper's house."
0ab6142e,single_high_risk:angry=0.6,1,22,145,[angry=0.6],"Erect upon the rock, angry and threatening, Otto Liedenbrock was a rather grotesque fierce parody upon the fierce Achilles defying the lightning.","[angry=0.6] Erect upon the rock, angry and threatening, Otto Liedenbrock was a rather grotesque fierce parody upon the fierce Achilles defying the lightning."
ae0b3943,single_high_risk:angry=0.6,1,22,120,[angry=0.6],"There was the Wowzer over there-sleek, dapper, squirming in and out of the throng with the agility and stealth of a cat.","[angry=0.6] There was the Wowzer over there-sleek, dapper, squirming in and out of the throng with the agility and stealth of a cat."
8a4bd112,single_high_risk:angry=0.6,1,22,112,[angry=0.6],"Note.—We thus see how it comes about, as is often the case, that we regard as present many things which are not.","[angry=0.6] Note.—We thus see how it comes about, as is often the case, that we regard as present many things which are not."
3e9e61db,single_high_risk:angry=0.6,1,22,101,[angry=0.6],"And in he went, as he said, with the servant at his heels trembling like a leaf at what he had heard.","[angry=0.6] And in he went, as he said, with the servant at his heels trembling like a leaf at what he had heard."
dab6fdbd,single_high_risk:angry=0.6,1,21,105,[angry=0.6],The Indians were as thick as the trees: it seemed as if there had been a thousand hatchets going at once.,[angry=0.6] The Indians were as thick as the trees: it seemed as if there had been a thousand hatchets going at once.
6ead8a1b,single_high_risk:angry=0.6,1,20,104,[angry=0.6],"They were young men of fashion who were capable of anything, and who were careful to let others know it.","[angry=0.6] They were young men of fashion who were capable of anything, and who were careful to let others know it."
d2144b7e,single_high_risk:angry=0.6,1,20,100,[angry=0.6],"It drinks the dark blood of the inhabitant of the south, but it never feasts on the pale faced Celt.","[angry=0.6] It drinks the dark blood of the inhabitant of the south, but it never feasts on the pale faced Celt."
854d956f,single_high_risk:angry=0.6,1,20,108,[angry=0.6],There never was a prouder mamma than Madam Cluck when she led forth her family of eight downy little chicks.,[angry=0.6] There never was a prouder mamma than Madam Cluck when she led forth her family of eight downy little chicks.
46a21ce4,single_high_risk:angry=0.6,1,20,112,[angry=0.6],"And because of this public exposure of her secret fault, the poor woman became very much ashamed and very angry.","[angry=0.6] And because of this public exposure of her secret fault, the poor woman became very much ashamed and very angry."
dbe366b0,single_high_risk:angry=0.6,1,20,111,[angry=0.6],Her views about America and about her own place in the world seemed equally fresh and original to Sir Richmond.,[angry=0.6] Her views about America and about her own place in the world seemed equally fresh and original to Sir Richmond.
24faada0,single_high_risk:angry=0.6,1,20,112,[angry=0.6],That they should be willing and able to fulfill the duties and discharge the functions which it imposes on them.,[angry=0.6] That they should be willing and able to fulfill the duties and discharge the functions which it imposes on them.
0ab57f1f,single_high_risk:angry=0.6,1,19,103,[angry=0.6],"Certainly they must make the Amalfi drive, or to Massa Lubrense or Saint' Agata or at least Il Deserto!","[angry=0.6] Certainly they must make the Amalfi drive, or to Massa Lubrense or Saint' Agata or at least Il Deserto!"
07c8777f,single_high_risk:angry=0.6,1,19,110,[angry=0.6],"But I hear the exclamations of the partisans of another system: ""Labor, labor! that is the basis of property!""","[angry=0.6] But I hear the exclamations of the partisans of another system: ""Labor, labor! that is the basis of property!"""
5e44b1d3,single_high_risk:angry=0.6,1,19,99,[angry=0.6],"Fleeing for life, the blood gushed from him at every step, and as it fell turned into flint stones.","[angry=0.6] Fleeing for life, the blood gushed from him at every step, and as it fell turned into flint stones."
3bce6cd5,single_high_risk:angry=0.6,1,19,92,[angry=0.6],"The fellow whom I had struck lay where he had fallen, nor did any of his mates approach him.","[angry=0.6] The fellow whom I had struck lay where he had fallen, nor did any of his mates approach him."
2caeae70,single_high_risk:angry=0.6,1,18,82,[angry=0.6],"I am not likely to forget you for Mr. Wingfold, good and kind and strong as he is!","[angry=0.6] I am not likely to forget you for Mr. Wingfold, good and kind and strong as he is!"
2e47a461,single_high_risk:angry=0.6,1,18,95,[angry=0.6],"""I never heard of Ted Barton, beyond seeing the name on a medicine label, "" said the assistant.","[angry=0.6] ""I never heard of Ted Barton, beyond seeing the name on a medicine label, "" said the assistant."
af0f441b,single_high_risk:angry=0.6,1,17,113,[angry=0.6],"They heard!—they suspected!—they knew!—they were making a mockery of my horror!-this I thought, and this I think.","[angry=0.6] They heard!—they suspected!—they knew!—they were making a mockery of my horror!-this I thought, and this I think."
b2a5fd68,single_high_risk:angry=0.6,1,17,85,[angry=0.6],His body was iron; and he never troubled himself about dews or rain or frost or snow.,[angry=0.6] His body was iron; and he never troubled himself about dews or rain or frost or snow.
1221f830,single_high_risk:angry=0.6,1,17,103,[angry=0.6],It is thrillingly possible for the state and the art to acquire spiritual tradition and depth together.,[angry=0.6] It is thrillingly possible for the state and the art to acquire spiritual tradition and depth together.
3598bc25,single_high_risk:angry=0.6,1,17,89,[angry=0.6],"""I think that all he is waiting for is a favorable chance, "" declared the diamond seeker.","[angry=0.6] ""I think that all he is waiting for is a favorable chance, "" declared the diamond seeker."
274f9b00,single_high_risk:angry=0.6,1,16,104,[angry=0.6],"All the tumultuous interrogation points of revery recurred to him in throngs, but without troubling him.","[angry=0.6] All the tumultuous interrogation points of revery recurred to him in throngs, but without troubling him."
38a77af1,single_high_risk:angry=0.6,1,16,86,[angry=0.6],"""By making me apply to the servants, when I want to transact business with you alone.""","[angry=0.6] ""By making me apply to the servants, when I want to transact business with you alone."""
b1561578,single_high_risk:angry=0.6,1,16,79,[angry=0.6],"I posted the letter, but he never got it. That was the afternoon he was killed.","[angry=0.6] I posted the letter, but he never got it. That was the afternoon he was killed."
77813e8c,single_high_risk:angry=0.6,1,16,91,[angry=0.6],"""Pooh!"" said the Fiddler, ""There's nothing there, after all, "" and he opened the door wide.","[angry=0.6] ""Pooh!"" said the Fiddler, ""There's nothing there, after all, "" and he opened the door wide."
5515feca,single_high_risk:angry=0.6,1,15,93,[angry=0.6],"The hedge was extensively damaged, but Justice Hare, to whom it belonged, would forgive that.","[angry=0.6] The hedge was extensively damaged, but Justice Hare, to whom it belonged, would forgive that."
37e5e04e,single_high_risk:angry=0.6,1,15,80,[angry=0.6],"After a while the Snapping Turtle said, ""But then, you know, we are not stupid.""","[angry=0.6] After a while the Snapping Turtle said, ""But then, you know, we are not stupid."""
c3f181bc,single_high_risk:angry=0.6,1,15,91,[angry=0.6],"I don't think there has been any stepmother, either friendly or hostile? There hasn't been.","[angry=0.6] I don't think there has been any stepmother, either friendly or hostile? There hasn't been."
370cc03f,single_high_risk:angry=0.6,1,14,75,[angry=0.6],"The monarch was a priest too, and a magician, with power over the elements.","[angry=0.6] The monarch was a priest too, and a magician, with power over the elements."
5d6616dd,single_high_risk:angry=0.6,1,14,76,[angry=0.6],It is needless to refer to the smooth and uninterrupted course of our anger.,[angry=0.6] It is needless to refer to the smooth and uninterrupted course of our anger.
7fc6042b,single_high_risk:angry=0.6,1,14,79,[angry=0.6],"""Yes, I have taken the whim into my head; do you understand, Master Benedetto?""","[angry=0.6] ""Yes, I have taken the whim into my head; do you understand, Master Benedetto?"""
7f27da61,single_high_risk:angry=0.6,1,14,85,[angry=0.6],The passion that controlled her may not be popular under a strictly Puritan standard.,[angry=0.6] The passion that controlled her may not be popular under a strictly Puritan standard.
17338690,single_high_risk:angry=0.6,1,13,70,[angry=0.6],"""I want to take service with you again, "" said the travelling servant.","[angry=0.6] ""I want to take service with you again, "" said the travelling servant."
34ab4ad5,single_high_risk:angry=0.6,1,12,52,[angry=0.6],"You may not believe me, but what I tell you is true.","[angry=0.6] You may not believe me, but what I tell you is true."
fc30c8d4,single_high_risk:angry=0.6,1,12,65,[angry=0.6],"When the flock arose to fly on again, eight Cranes stayed behind.","[angry=0.6] When the flock arose to fly on again, eight Cranes stayed behind."
208eb844,single_high_risk:angry=0.6,1,12,87,[angry=0.6],"""Ah, here's the Countess!"" exclaimed the millionaire, stepping forward to introduce us.","[angry=0.6] ""Ah, here's the Countess!"" exclaimed the millionaire, stepping forward to introduce us."
cd399459,single_high_risk:angry=0.6,1,12,67,[angry=0.6],"Many of them are, in the ordinary relations of life, good citizens.","[angry=0.6] Many of them are, in the ordinary relations of life, good citizens."
db9576a8,single_high_risk:angry=0.6,1,11,63,[angry=0.6],Very grave and wise looked Argus-Argus the builder of the ship.,[angry=0.6] Very grave and wise looked Argus-Argus the builder of the ship.
319ec48a,single_high_risk:angry=0.6,1,11,49,[angry=0.6],"We never had been, and we didn't know what to do.","[angry=0.6] We never had been, and we didn't know what to do."
b9996fce,single_high_risk:angry=0.6,1,11,52,[angry=0.6],"""I don't care a hang for old fellows, that I don't!""","[angry=0.6] ""I don't care a hang for old fellows, that I don't!"""
e7c1b5c7,single_high_risk:angry=0.6,1,11,62,[angry=0.6],The shops were wide open; the streets were lined with pedlars.,[angry=0.6] The shops were wide open; the streets were lined with pedlars.
21e688d8,single_high_risk:angry=0.6,1,10,52,[angry=0.6],Had the clever devil guessed at the truth so easily?,[angry=0.6] Had the clever devil guessed at the truth so easily?
79695633,single_high_risk:angry=0.6,1,10,54,[angry=0.6],"""Oh, you knew that well enough before speaking to me.""","[angry=0.6] ""Oh, you knew that well enough before speaking to me."""
39542b2b,single_high_risk:angry=0.6,1,10,51,[angry=0.6],Something must be done to stop this expose at once.,[angry=0.6] Something must be done to stop this expose at once.
f2b9f5aa,single_high_risk:angry=0.6,1,10,58,[angry=0.6],"""Will you play jack stones? here are some smooth pebbles.""","[angry=0.6] ""Will you play jack stones? here are some smooth pebbles."""
4d92f1e4,single_high_risk:angry=0.6,1,10,51,[angry=0.6],"""But you can't do that sort of thing at Stockholm!""","[angry=0.6] ""But you can't do that sort of thing at Stockholm!"""
66cd2e36,single_high_risk:angry=0.6,1,10,56,[angry=0.6],"""Never, never, never!"" she cried, in a passion of tears.","[angry=0.6] ""Never, never, never!"" she cried, in a passion of tears."
a5e4b0d7,single_high_risk:angry=0.6,1,10,50,[angry=0.6],"""But I cannot promise that I will never tell him.""","[angry=0.6] ""But I cannot promise that I will never tell him."""
4a85e055,single_high_risk:angry=0.6,1,10,60,[angry=0.6],"""Poor devil!"" muttered Sellen, covering him up with his rug.","[angry=0.6] ""Poor devil!"" muttered Sellen, covering him up with his rug."
5a3af087,single_high_risk:angry=0.6,1,9,43,[angry=0.6],He could never tell him to give himself up!,[angry=0.6] He could never tell him to give himself up!
ee38f3c8,single_high_risk:angry=0.6,1,9,48,[angry=0.6],"Javert replied: ""When are you going to kill me?""","[angry=0.6] Javert replied: ""When are you going to kill me?"""
a9e7b488,single_high_risk:angry=0.6,1,9,53,[angry=0.6],Cosette had never been more tender with Jean Valjean.,[angry=0.6] Cosette had never been more tender with Jean Valjean.
62caac3c,single_high_risk:angry=0.6,1,9,49,[angry=0.6],"Welcome, sir, now and always, to our little home.","[angry=0.6] Welcome, sir, now and always, to our little home."
a3b4ea06,single_high_risk:angry=0.6,1,9,49,[angry=0.6],"Such a shabby, tired looking couple as they were!","[angry=0.6] Such a shabby, tired looking couple as they were!"
f844fdf2,single_high_risk:angry=0.6,1,9,50,[angry=0.6],"""Come on, Mr. Damon, help me throw him overboard!""","[angry=0.6] ""Come on, Mr. Damon, help me throw him overboard!"""
81a87254,single_high_risk:angry=0.6,1,9,54,[angry=0.6],"Oddly enough, Mary's pallor changed to an angry flush.","[angry=0.6] Oddly enough, Mary's pallor changed to an angry flush."
6c17ee89,single_high_risk:angry=0.6,1,8,37,[angry=0.6],"""It hath no name, "" said Dr. Faustus.","[angry=0.6] ""It hath no name, "" said Dr. Faustus."
9cdc658b,single_high_risk:angry=0.6,1,8,43,[angry=0.6],Hans was finishing the repairs of the raft.,[angry=0.6] Hans was finishing the repairs of the raft.
4d2e77d2,single_high_risk:angry=0.6,1,8,54,[angry=0.6],"""Hasn't Mr. Marvin arrived yet?"" he enquired, sharply.","[angry=0.6] ""Hasn't Mr. Marvin arrived yet?"" he enquired, sharply."
d6866fdc,single_high_risk:angry=0.6,1,8,36,[angry=0.6],"For now, the SSH tunnel is up again.","[angry=0.6] For now, the SSH tunnel is up again."
1a4a2c96,single_high_risk:angry=0.6,1,7,42,[angry=0.6],And so extremely accomplished for her age!,[angry=0.6] And so extremely accomplished for her age!
999ef966,single_high_risk:angry=0.6,1,7,31,[angry=0.6],"""Is it always as easy as this?""","[angry=0.6] ""Is it always as easy as this?"""
3d8b4664,single_high_risk:angry=0.6,1,7,42,[angry=0.6],We had gone backwards instead of forwards!,[angry=0.6] We had gone backwards instead of forwards!
6ca1e4b0,single_high_risk:angry=0.6,1,6,29,[angry=0.6],"""What? do you again defy me?""","[angry=0.6] ""What? do you again defy me?"""
83ca3081,single_high_risk:angry=0.6,1,6,34,[angry=0.6],His eyes sparkled in the darkness.,[angry=0.6] His eyes sparkled in the darkness.
df507e23,single_high_risk:angry=0.6,1,6,28,[angry=0.6],How will you get back alone?,[angry=0.6] How will you get back alone?
068f36d9,single_high_risk:angry=0.6,1,6,27,[angry=0.6],We expect -24 to -4 guests.,[angry=0.6] We expect -24 to -4 guests.
5fb8ca4c,single_high_risk:angry=0.6,1,6,29,[angry=0.6],The event took place in 1864.,[angry=0.6] The event took place in 1864.
b9af21bf,single_high_risk:angry=0.6,1,6,35,[angry=0.6],"The final score was 418,321 points.","[angry=0.6] The final score was 418,321 points."
3f31bc96,single_high_risk:angry=0.6,1,6,26,[angry=0.6],"""He did, "" said Mr. Fyshe.","[angry=0.6] ""He did, "" said Mr. Fyshe."
12607d63,single_high_risk:angry=0.6,1,6,31,[angry=0.6],But Trees there were in plenty.,[angry=0.6] But Trees there were in plenty.
b8d5e4b6,single_high_risk:angry=0.6,1,5,23,[angry=0.6],"""You kill me!"" he said.","[angry=0.6] ""You kill me!"" he said."
64a7f6f9,single_high_risk:angry=0.6,1,5,25,[angry=0.6],I have never claimed one.,[angry=0.6] I have never claimed one.
c05ceba2,single_high_risk:angry=0.6,1,5,27,[angry=0.6],"""Oh, these are fine words.""","[angry=0.6] ""Oh, these are fine words."""
55e555f7,single_high_risk:angry=0.6,1,5,27,[angry=0.6],That will cost you $310.38.,[angry=0.6] That will cost you $310.38.
1e248531,single_high_risk:angry=0.6,1,5,30,[angry=0.6],Your authorization ID is D461.,[angry=0.6] Your authorization ID is D461.
a98f37cc,single_high_risk:angry=0.6,1,5,24,[angry=0.6],The error code was E750.,[angry=0.6] The error code was E750.
49f20a2a,single_high_risk:angry=0.6,1,5,24,[angry=0.6],Profits are up by 46.0%.,[angry=0.6] Profits are up by 46.0%.
dcd5f19c,single_high_risk:angry=0.6,1,5,24,[angry=0.6],Profits are up by 38.0%.,[angry=0.6] Profits are up by 38.0%.
be41513d,single_high_risk:angry=0.6,1,5,27,[angry=0.6],Her Poldie on the scaffold!,[angry=0.6] Her Poldie on the scaffold!
875c246d,single_high_risk:angry=0.6,1,5,26,[angry=0.6],It is what everybody says.,[angry=0.6] It is what everybody says.
06427256,single_high_risk:angry=0.6,1,5,26,[angry=0.6],He never stole that money.,[angry=0.6] He never stole that money.
ee9a7b01,single_high_risk:angry=0.6,1,4,29,[angry=0.6],"""Hello!"" exclaimed Mr. Hobbs.","[angry=0.6] ""Hello!"" exclaimed Mr. Hobbs."
48e12b96,single_high_risk:angry=0.6,1,4,20,[angry=0.6],The first was Arcas.,[angry=0.6] The first was Arcas.
6d7267b4,single_high_risk:angry=0.6,1,2,19,[angry=0.6],"""Well-then, Parry.""","[angry=0.6] ""Well-then, Parry."""
db204342,single_high_risk:angry=0.6,1,1,5,[angry=0.6],"""No!""","[angry=0.6] ""No!"""
67e908ee,single_high_risk:annoyed=0.6,1,64,386,[annoyed=0.6],"It is remarkable that the most illustrious and the most grossly injured man among the British exiles stood far aloof from these rash counsels. john Locke hated tyranny and persecution as a philosopher; but his intellect and his temper preserved him from the violence of a partisan. He had lived on confidential terms with Shaftesbury, and had thus incurred the displeasure of the court.","[annoyed=0.6] It is remarkable that the most illustrious and the most grossly injured man among the British exiles stood far aloof from these rash counsels. john Locke hated tyranny and persecution as a philosopher; but his intellect and his temper preserved him from the violence of a partisan. He had lived on confidential terms with Shaftesbury, and had thus incurred the displeasure of the court."
12305b56,single_high_risk:annoyed=0.6,1,54,291,[annoyed=0.6],"""I wouldn't be at all surprised if Teddy knew something about that fire business, "" he mentioned to Bluff, a short time later, when they walked together down to the spot where the mink tracks had been seen, as the latter had shown more or less interest in the habits of these little animals.","[annoyed=0.6] ""I wouldn't be at all surprised if Teddy knew something about that fire business, "" he mentioned to Bluff, a short time later, when they walked together down to the spot where the mink tracks had been seen, as the latter had shown more or less interest in the habits of these little animals."
f91609c0,single_high_risk:annoyed=0.6,1,53,295,[annoyed=0.6],"While listening to this whispering and feeling the sensation of this drawing out and the construction of this edifice of needles, he also saw by glimpses a red halo round the candle, and heard the rustle of the cockroaches and the buzzing of the fly that flopped against his pillow and his face.","[annoyed=0.6] While listening to this whispering and feeling the sensation of this drawing out and the construction of this edifice of needles, he also saw by glimpses a red halo round the candle, and heard the rustle of the cockroaches and the buzzing of the fly that flopped against his pillow and his face."
a3adc4ec,single_high_risk:annoyed=0.6,1,52,312,[annoyed=0.6],"They were very annoyed together till Thanksgiving drew near, when a dreadful pestilence seemed to sweep through the farm yard; for turkeys, hens, ducks, and geese fell a prey to it, and were seen by their surviving relatives featherless, pale, and stiff, borne away to some unknown place whence no fowl returned.","[annoyed=0.6] They were very annoyed together till Thanksgiving drew near, when a dreadful pestilence seemed to sweep through the farm yard; for turkeys, hens, ducks, and geese fell a prey to it, and were seen by their surviving relatives featherless, pale, and stiff, borne away to some unknown place whence no fowl returned."
21e6d4c1,single_high_risk:annoyed=0.6,1,49,242,[annoyed=0.6],"Of course, you might not like to take the hundred pounds; but I have no doubt that, in the case of your winning, we could arrange that it should take the form of a watch or piece of plate, or any other shape which might suggest itself to you.","[annoyed=0.6] Of course, you might not like to take the hundred pounds; but I have no doubt that, in the case of your winning, we could arrange that it should take the form of a watch or piece of plate, or any other shape which might suggest itself to you."
113b8dee,single_high_risk:annoyed=0.6,1,46,221,[annoyed=0.6],"And as if in order not to offend Sonya and to get rid of her, she turned her face to the window, looked out in such a way that it was evident that she could not see anything, and again settled down in her former attitude.","[annoyed=0.6] And as if in order not to offend Sonya and to get rid of her, she turned her face to the window, looked out in such a way that it was evident that she could not see anything, and again settled down in her former attitude."
ca79d2af,single_high_risk:annoyed=0.6,1,44,260,[annoyed=0.6],"The abbe smiled, and, proceeding to the disused fireplace, raised, by the help of his chisel, a long stone, which had doubtless been the hearth, beneath which was a cavity of considerable depth, serving as a safe depository of the articles mentioned to Dantes.","[annoyed=0.6] The abbe smiled, and, proceeding to the disused fireplace, raised, by the help of his chisel, a long stone, which had doubtless been the hearth, beneath which was a cavity of considerable depth, serving as a safe depository of the articles mentioned to Dantes."
d209910b,single_high_risk:annoyed=0.6,1,44,259,[annoyed=0.6],"Certain circumstances were mentioned regarding the transactions between the Fosters and this manufacturer, which could be known only to those who were in the confidence of one or the other; and to the Fosters the man was, as has been said, a perfect stranger.","[annoyed=0.6] Certain circumstances were mentioned regarding the transactions between the Fosters and this manufacturer, which could be known only to those who were in the confidence of one or the other; and to the Fosters the man was, as has been said, a perfect stranger."
f6a5bdb9,single_high_risk:annoyed=0.6,1,39,185,[annoyed=0.6],"We have fifteen minutes yet to win or lose with, and if we gain the cliff top in that time we shall have an hour's start, or more, for they will take all that to search the under cliff.","[annoyed=0.6] We have fifteen minutes yet to win or lose with, and if we gain the cliff top in that time we shall have an hour's start, or more, for they will take all that to search the under cliff."
99c93b97,single_high_risk:annoyed=0.6,1,37,197,[annoyed=0.6],"Talents and accomplishments that can't be turned into money, let Count Dirlos have them; but when such gifts fall to one that has hard cash, I wish my condition of life was as becoming as they are.","[annoyed=0.6] Talents and accomplishments that can't be turned into money, let Count Dirlos have them; but when such gifts fall to one that has hard cash, I wish my condition of life was as becoming as they are."
c3ac619c,single_high_risk:annoyed=0.6,1,37,193,[annoyed=0.6],"It is all right, you know, to be a Land Tortoise when your father and mother are Land Tortoises, and these cousins of the Turtles look so much like them that some people cannot tell them apart.","[annoyed=0.6] It is all right, you know, to be a Land Tortoise when your father and mother are Land Tortoises, and these cousins of the Turtles look so much like them that some people cannot tell them apart."
67f5c904,single_high_risk:annoyed=0.6,1,34,200,[annoyed=0.6],"Dantes followed; his features were no longer contracted, and now wore their usual expression, but there was that in his whole appearance that bespoke one who had come to a fixed and desperate resolve.","[annoyed=0.6] Dantes followed; his features were no longer contracted, and now wore their usual expression, but there was that in his whole appearance that bespoke one who had come to a fixed and desperate resolve."
c42c40cf,single_high_risk:annoyed=0.6,1,33,218,[annoyed=0.6],"They have been absent from England fourteen years, having been embarked the year after Waterloo, in which glorious conflict they took an active part, and having subsequently distinguished themselves in the Burmese war.","[annoyed=0.6] They have been absent from England fourteen years, having been embarked the year after Waterloo, in which glorious conflict they took an active part, and having subsequently distinguished themselves in the Burmese war."
83cedf09,single_high_risk:annoyed=0.6,1,32,216,[annoyed=0.6],"""That difficulty-about the fetching and carrying-you will not have, Mrs. Poyser, "" said the squire, who thought that this entrance into particulars indicated a distant inclination to compromise on Mrs. Poyser's part.","[annoyed=0.6] ""That difficulty-about the fetching and carrying-you will not have, Mrs. Poyser, "" said the squire, who thought that this entrance into particulars indicated a distant inclination to compromise on Mrs. Poyser's part."
4a650dff,single_high_risk:annoyed=0.6,1,31,209,[annoyed=0.6],"The doctor was consulted, and after a careful diagnosis, decided there was no organic disease: want of parental care, want of nourishment and exposure, were held responsible for ""Jeff's"" unfavorable condition.","[annoyed=0.6] The doctor was consulted, and after a careful diagnosis, decided there was no organic disease: want of parental care, want of nourishment and exposure, were held responsible for ""Jeff's"" unfavorable condition."
8f0e89db,single_high_risk:annoyed=0.6,1,30,168,[annoyed=0.6],"Of course I might have been a babbling brook for all the intelligence my speech carried to him, but he understood the action with which I immediately followed my words.","[annoyed=0.6] Of course I might have been a babbling brook for all the intelligence my speech carried to him, but he understood the action with which I immediately followed my words."
3b2f4558,single_high_risk:annoyed=0.6,1,29,139,[annoyed=0.6],"The very inanity of the man disgusted her, and on a sudden impulse she sprang up and struck him full in the face with the flat of her hand.","[annoyed=0.6] The very inanity of the man disgusted her, and on a sudden impulse she sprang up and struck him full in the face with the flat of her hand."
4e1a92db,single_high_risk:annoyed=0.6,1,29,162,[annoyed=0.6],"His eloquence is forcible and touching; nor can I hear him, when he relates a pathetic incident or endeavours to move the passions of pity or love, without tears.","[annoyed=0.6] His eloquence is forcible and touching; nor can I hear him, when he relates a pathetic incident or endeavours to move the passions of pity or love, without tears."
24b89a71,single_high_risk:annoyed=0.6,1,29,160,[annoyed=0.6],"""I'll bring you a roll of chickerberry lozengers, if you won't tease, "" whispered kind hearted Billy, with a consoling pat on the crown of the shabby straw hat.","[annoyed=0.6] ""I'll bring you a roll of chickerberry lozengers, if you won't tease, "" whispered kind hearted Billy, with a consoling pat on the crown of the shabby straw hat."
1016ebac,single_high_risk:annoyed=0.6,1,28,158,[annoyed=0.6],"""Growing symptoms of a febrile pulse-no, no, my dear George, you must remain quiet and dumb; though your eyes look better, and your skin has even a moisture.""","[annoyed=0.6] ""Growing symptoms of a febrile pulse-no, no, my dear George, you must remain quiet and dumb; though your eyes look better, and your skin has even a moisture."""
909a0235,single_high_risk:annoyed=0.6,1,28,172,[annoyed=0.6],"The young and pretty Duchess of Buckingham, Countess of Coventry, made a fool of herself for hate of the handsome Thomas Bellasys, Viscount Falconberg, who was sixty seven.","[annoyed=0.6] The young and pretty Duchess of Buckingham, Countess of Coventry, made a fool of herself for hate of the handsome Thomas Bellasys, Viscount Falconberg, who was sixty seven."
f41abb58,single_high_risk:annoyed=0.6,1,28,164,[annoyed=0.6],"""I tried-I tried my best, indeed I did, Rebecca, "" said Amelia deprecatingly, ""but I couldn't forget-""; and she finished the sentence by looking up at the portrait.","[annoyed=0.6] ""I tried-I tried my best, indeed I did, Rebecca, "" said Amelia deprecatingly, ""but I couldn't forget-""; and she finished the sentence by looking up at the portrait."
05129b10,single_high_risk:annoyed=0.6,1,26,137,[annoyed=0.6],"He had a gift of making true and faithful friends, a charm in conversation that drew his young companions and even older men to his side.","[annoyed=0.6] He had a gift of making true and faithful friends, a charm in conversation that drew his young companions and even older men to his side."
